QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,,,
,,,,,,,,,,WR,Matthew Slater (11746220),Matthew Slater,11746220,WR/FLEX,3000,NE@MIA 12/09/2018 01:00PM ET,NE,0
,,,,,,,,,,WR,Isaiah Ford (11746802),Isaiah Ford,11746802,WR/FLEX,3000,NE@MIA 12/09/2018 01:00PM ET,MIA,0
,,,,,,,,,,RB,Javorius Allen (11745894),Javorius Allen,11745894,RB/FLEX,3000,BAL@KC 12/09/2018 01:00PM ET,BAL,7.88
,,,,,,,,,,RB,Anthony Sherman (11746227),Anthony Sherman,11746227,RB/FLEX,3000,BAL@KC 12/09/2018 01:00PM ET,KC,1.64
,,,,,,,,,,RB,Darrel Williams (11746229),Darrel Williams,11746229,RB/FLEX,3000,BAL@KC 12/09/2018 01:00PM ET,KC,0
,,,,,,,,,,RB,Damien Williams (11746231),Damien Williams,11746231,RB/FLEX,3000,BAL@KC 12/09/2018 01:00PM ET,KC,0.95
,,,,,,,,,,WR,Demarcus Robinson (11746235),Demarcus Robinson,11746235,WR/FLEX,3000,BAL@KC 12/09/2018 01:00PM ET,KC,2.61
,,,,,,,,,,WR,Gehrig Dieter (11746237),Gehrig Dieter,11746237,WR/FLEX,3000,BAL@KC 12/09/2018 01:00PM ET,KC,0
,,,,,,,,,,WR,Marcus Kemp (11746239),Marcus Kemp,11746239,WR/FLEX,3000,BAL@KC 12/09/2018 01:00PM ET,KC,0.14
,,,,,,,,,,RB,Patrick Ricard (11746248),Patrick Ricard,11746248,RB/FLEX,3000,BAL@KC 12/09/2018 01:00PM ET,BAL,0
,,,,,,,,,,WR,Quincy Adeboyejo (11746250),Quincy Adeboyejo,11746250,WR/FLEX,3000,BAL@KC 12/09/2018 01:00PM ET,BAL,0
,,,,,,,,,,WR,Jaleel Scott (11746252),Jaleel Scott,11746252,WR/FLEX,3000,BAL@KC 12/09/2018 01:00PM ET,BAL,0
,,,,,,,,,,WR,Jordan Lasley (11746254),Jordan Lasley,11746254,WR/FLEX,3000,BAL@KC 12/09/2018 01:00PM ET,BAL,0
,,,,,,,,,,WR,Chris Moore (11746256),Chris Moore,11746256,WR/FLEX,3000,BAL@KC 12/09/2018 01:00PM ET,BAL,2.8
,,,,,,,,,,WR,Chester Rogers (11745988),Chester Rogers,11745988,WR/FLEX,3000,IND@HOU 12/09/2018 01:00PM ET,IND,6.82
,,,,,,,,,,RB,Buddy Howell (11746267),Buddy Howell,11746267,RB/FLEX,3000,IND@HOU 12/09/2018 01:00PM ET,HOU,0
,,,,,,,,,,WR,Sammie Coates Jr. (11746269),Sammie Coates Jr.,11746269,WR/FLEX,3000,IND@HOU 12/09/2018 01:00PM ET,HOU,0.22
,,,,,,,,,,WR,Will Fuller V (11746271),Will Fuller V,11746271,WR/FLEX,3000,IND@HOU 12/09/2018 01:00PM ET,HOU,16.47
,,,,,,,,,,WR,Vyncint Smith (11746273),Vyncint Smith,11746273,WR/FLEX,3000,IND@HOU 12/09/2018 01:00PM ET,HOU,0.76
,,,,,,,,,,RB,Jonathan Williams (11746281),Jonathan Williams,11746281,RB/FLEX,3000,IND@HOU 12/09/2018 01:00PM ET,IND,0.37
,,,,,,,,,,WR,Matt Hazel (11746285),Matt Hazel,11746285,WR/FLEX,3000,IND@HOU 12/09/2018 01:00PM ET,IND,0
,,,,,,,,,,WR,Zach Pascal (11746287),Zach Pascal,11746287,WR/FLEX,3000,IND@HOU 12/09/2018 01:00PM ET,IND,3.22
,,,,,,,,,,TE,Jordan Thomas (11746683),Jordan Thomas,11746683,TE/FLEX,3000,IND@HOU 12/09/2018 01:00PM ET,HOU,4.63
,,,,,,,,,,RB,Taquan Mizzell (11745993),Taquan Mizzell,11745993,RB/FLEX,3000,LAR@CHI 12/09/2018 08:20PM ET,CHI,3.3
,,,,,,,,,,RB,Michael Burton (11746296),Michael Burton,11746296,RB/FLEX,3000,LAR@CHI 12/09/2018 08:20PM ET,CHI,0.27
,,,,,,,,,,RB,Benny Cunningham (11746298),Benny Cunningham,11746298,RB/FLEX,3000,LAR@CHI 12/09/2018 08:20PM ET,CHI,0.24
,,,,,,,,,,WR,Kevin White (11746300),Kevin White,11746300,WR/FLEX,3000,LAR@CHI 12/09/2018 08:20PM ET,CHI,1.25
,,,,,,,,,,WR,Javon Wims (11746302),Javon Wims,11746302,WR/FLEX,3000,LAR@CHI 12/09/2018 08:20PM ET,CHI,0
,,,,,,,,,,WR,Josh Bellamy (11746304),Josh Bellamy,11746304,WR/FLEX,3000,LAR@CHI 12/09/2018 08:20PM ET,CHI,2.34
,,,,,,,,,,RB,Justin Davis (11746318),Justin Davis,11746318,RB/FLEX,3000,LAR@CHI 12/09/2018 08:20PM ET,LAR,0
,,,,,,,,,,WR,KhaDarel Hodge (11746320),KhaDarel Hodge,11746320,WR/FLEX,3000,LAR@CHI 12/09/2018 08:20PM ET,LAR,0.37
,,,,,,,,,,WR,JoJo Natson Jr. (11746322),JoJo Natson Jr.,11746322,WR/FLEX,3000,LAR@CHI 12/09/2018 08:20PM ET,LAR,0
,,,,,,,,,,WR,Pharoh Cooper (11746324),Pharoh Cooper,11746324,WR/FLEX,3000,LAR@CHI 12/09/2018 08:20PM ET,LAR,0
,,,,,,,,,,WR,Breshad Perriman (11746329),Breshad Perriman,11746329,WR/FLEX,3000,CAR@CLE 12/09/2018 01:00PM ET,CLE,3.07
,,,,,,,,,,WR,Damion Ratley (11746331),Damion Ratley,11746331,WR/FLEX,3000,CAR@CLE 12/09/2018 01:00PM ET,CLE,3.04
,,,,,,,,,,RB,Cameron Artis-Payne (11746340),Cameron Artis-Payne,11746340,RB/FLEX,3000,CAR@CLE 12/09/2018 01:00PM ET,CAR,0.02
,,,,,,,,,,RB,Travaris Cadet (11746342),Travaris Cadet,11746342,RB/FLEX,3000,CAR@CLE 12/09/2018 01:00PM ET,CAR,0
,,,,,,,,,,RB,Kenjon Barner (11746344),Kenjon Barner,11746344,RB/FLEX,3000,CAR@CLE 12/09/2018 01:00PM ET,CAR,1.18
,,,,,,,,,,RB,Alex Armah (11746346),Alex Armah,11746346,RB/FLEX,3000,CAR@CLE 12/09/2018 01:00PM ET,CAR,1.12
,,,,,,,,,,RB,Elijah Hood (11746348),Elijah Hood,11746348,RB/FLEX,3000,CAR@CLE 12/09/2018 01:00PM ET,CAR,0
,,,,,,,,,,WR,Jarius Wright (11746350),Jarius Wright,11746350,WR/FLEX,3000,CAR@CLE 12/09/2018 01:00PM ET,CAR,5.79
,,,,,,,,,,RB,Ricky Ortiz (11746358),Ricky Ortiz,11746358,RB/FLEX,3000,ATL@GB 12/09/2018 01:00PM ET,ATL,0.27
,,,,,,,,,,RB,Devonta Freeman (11746360),Devonta Freeman,11746360,RB/FLEX,3000,ATL@GB 12/09/2018 01:00PM ET,ATL,7.05
,,,,,,,,,,RB,Brian Hill (11746362),Brian Hill,11746362,RB/FLEX,3000,ATL@GB 12/09/2018 01:00PM ET,ATL,0
,,,,,,,,,,WR,Justin Hardy (11746366),Justin Hardy,11746366,WR/FLEX,3000,ATL@GB 12/09/2018 01:00PM ET,ATL,1.28
,,,,,,,,,,WR,Marvin Hall (11746368),Marvin Hall,11746368,WR/FLEX,3000,ATL@GB 12/09/2018 01:00PM ET,ATL,2.43
,,,,,,,,,,WR,Russell Gage (11746370),Russell Gage,11746370,WR/FLEX,3000,ATL@GB 12/09/2018 01:00PM ET,ATL,0.33
,,,,,,,,,,RB,Tra Carson (11746380),Tra Carson,11746380,RB/FLEX,3000,ATL@GB 12/09/2018 01:00PM ET,GB,0
,,,,,,,,,,WR,J'Mon Moore (11746382),J'Mon Moore,11746382,WR/FLEX,3000,ATL@GB 12/09/2018 01:00PM ET,GB,0.25
,,,,,,,,,,WR,Geronimo Allison (11746384),Geronimo Allison,11746384,WR/FLEX,3000,ATL@GB 12/09/2018 01:00PM ET,GB,12.46
,,,,,,,,,,WR,Jake Kumerow (11746386),Jake Kumerow,11746386,WR/FLEX,3000,ATL@GB 12/09/2018 01:00PM ET,GB,2.1
,,,,,,,,,,RB,Danny Vitale (11746806),Danny Vitale,11746806,RB/FLEX,3000,ATL@GB 12/09/2018 01:00PM ET,GB,0
,,,,,,,,,,RB,Kyle Juszczyk (11746015),Kyle Juszczyk,11746015,RB/FLEX,3000,DEN@SF 12/09/2018 04:05PM ET,SF,5.13
,,,,,,,,,,RB,Andy Janovich (11746396),Andy Janovich,11746396,RB/FLEX,3000,DEN@SF 12/09/2018 04:05PM ET,DEN,1.02
,,,,,,,,,,WR,Tim Patrick (11746398),Tim Patrick,11746398,WR/FLEX,3000,DEN@SF 12/09/2018 04:05PM ET,DEN,1.55
,,,,,,,,,,WR,DaeSean Hamilton (11746400),DaeSean Hamilton,11746400,WR/FLEX,3000,DEN@SF 12/09/2018 04:05PM ET,DEN,1.11
,,,,,,,,,,WR,River Cracraft (11746402),River Cracraft,11746402,WR/FLEX,3000,DEN@SF 12/09/2018 04:05PM ET,DEN,0
,,,,,,,,,,WR,Jordan Taylor (11746404),Jordan Taylor,11746404,WR/FLEX,3000,DEN@SF 12/09/2018 04:05PM ET,DEN,0
,,,,,,,,,,RB,Matt Dayes (11746409),Matt Dayes,11746409,RB/FLEX,3000,DEN@SF 12/09/2018 04:05PM ET,SF,0
,,,,,,,,,,WR,Richie James Jr. (11746411),Richie James Jr.,11746411,WR/FLEX,3000,DEN@SF 12/09/2018 04:05PM ET,SF,1.49
,,,,,,,,,,RB,Mark Walton (11746422),Mark Walton,11746422,RB/FLEX,3000,CIN@LAC 12/09/2018 04:05PM ET,CIN,1.25
,,,,,,,,,,WR,Alex Erickson (11746426),Alex Erickson,11746426,WR/FLEX,3000,CIN@LAC 12/09/2018 04:05PM ET,CIN,1.12
,,,,,,,,,,WR,Auden Tate (11746428),Auden Tate,11746428,WR/FLEX,3000,CIN@LAC 12/09/2018 04:05PM ET,CIN,1.67
,,,,,,,,,,WR,Josh Malone (11746430),Josh Malone,11746430,WR/FLEX,3000,CIN@LAC 12/09/2018 04:05PM ET,CIN,0.31
,,,,,,,,,,RB,Detrez Newsome (11746441),Detrez Newsome,11746441,RB/FLEX,3000,CIN@LAC 12/09/2018 04:05PM ET,LAC,0.25
,,,,,,,,,,RB,Derek Watt (11746443),Derek Watt,11746443,RB/FLEX,3000,CIN@LAC 12/09/2018 04:05PM ET,LAC,0.02
,,,,,,,,,,WR,Geremy Davis (11746447),Geremy Davis,11746447,WR/FLEX,3000,CIN@LAC 12/09/2018 04:05PM ET,LAC,0
,,,,,,,,,,WR,Artavis Scott (11746449),Artavis Scott,11746449,WR/FLEX,3000,CIN@LAC 12/09/2018 04:05PM ET,LAC,0
,,,,,,,,,,WR,Travis Benjamin (11746451),Travis Benjamin,11746451,WR/FLEX,3000,CIN@LAC 12/09/2018 04:05PM ET,LAC,3.29
,,,,,,,,,,RB,Jamize Olawale (11746465),Jamize Olawale,11746465,RB/FLEX,3000,PHI@DAL 12/09/2018 04:25PM ET,DAL,0.28
,,,,,,,,,,WR,Tavon Austin (11746467),Tavon Austin,11746467,WR/FLEX,3000,PHI@DAL 12/09/2018 04:25PM ET,DAL,6.25
,,,,,,,,,,WR,Allen Hurns (11746469),Allen Hurns,11746469,WR/FLEX,3000,PHI@DAL 12/09/2018 04:25PM ET,DAL,4.32
,,,,,,,,,,WR,Terrance Williams (11746471),Terrance Williams,11746471,WR/FLEX,3000,PHI@DAL 12/09/2018 04:25PM ET,DAL,1.27
,,,,,,,,,,WR,Noah Brown (11746473),Noah Brown,11746473,WR/FLEX,3000,PHI@DAL 12/09/2018 04:25PM ET,DAL,1.28
,,,,,,,,,,WR,Lance Lenoir (11746475),Lance Lenoir,11746475,WR/FLEX,3000,PHI@DAL 12/09/2018 04:25PM ET,DAL,0
,,,,,,,,,,RB,Wendell Smallwood (11746489),Wendell Smallwood,11746489,RB/FLEX,3000,PHI@DAL 12/09/2018 04:25PM ET,PHI,6.67
,,,,,,,,,,RB,Jay Ajayi (11746491),Jay Ajayi,11746491,RB/FLEX,3000,PHI@DAL 12/09/2018 04:25PM ET,PHI,11.1
,,,,,,,,,,WR,Mack Hollins (11746497),Mack Hollins,11746497,WR/FLEX,3000,PHI@DAL 12/09/2018 04:25PM ET,PHI,0
,,,,,,,,,,WR,Mike Wallace (11746499),Mike Wallace,11746499,WR/FLEX,3000,PHI@DAL 12/09/2018 04:25PM ET,PHI,0
,,,,,,,,,,WR,Jordan Matthews (11746501),Jordan Matthews,11746501,WR/FLEX,3000,PHI@DAL 12/09/2018 04:25PM ET,PHI,5.71
,,,,,,,,,,WR,Shelton Gibson (11746503),Shelton Gibson,11746503,WR/FLEX,3000,PHI@DAL 12/09/2018 04:25PM ET,PHI,0.48
,,,,,,,,,,WR,TJ Jones (11746025),TJ Jones,11746025,WR/FLEX,3000,DET@ARI 12/09/2018 04:25PM ET,DET,1.76
,,,,,,,,,,RB,Nick Bellore (11746513),Nick Bellore,11746513,RB/FLEX,3000,DET@ARI 12/09/2018 04:25PM ET,DET,0.34
,,,,,,,,,,RB,Zach Zenner (11746515),Zach Zenner,11746515,RB/FLEX,3000,DET@ARI 12/09/2018 04:25PM ET,DET,1.05
,,,,,,,,,,WR,Brandon Powell (11746517),Brandon Powell,11746517,WR/FLEX,3000,DET@ARI 12/09/2018 04:25PM ET,DET,0.53
,,,,,,,,,,WR,Andy Jones (11746519),Andy Jones,11746519,WR/FLEX,3000,DET@ARI 12/09/2018 04:25PM ET,DET,0.35
,,,,,,,,,,RB,Derrick Coleman (11746525),Derrick Coleman,11746525,RB/FLEX,3000,DET@ARI 12/09/2018 04:25PM ET,ARI,0.33
,,,,,,,,,,RB,T.J. Logan (11746527),T.J. Logan,11746527,RB/FLEX,3000,DET@ARI 12/09/2018 04:25PM ET,ARI,0.9
,,,,,,,,,,WR,Trent Sherfield (11746531),Trent Sherfield,11746531,WR/FLEX,3000,DET@ARI 12/09/2018 04:25PM ET,ARI,0.7
,,,,,,,,,,WR,J.J. Nelson (11746533),J.J. Nelson,11746533,WR/FLEX,3000,DET@ARI 12/09/2018 04:25PM ET,ARI,0.55
,,,,,,,,,,WR,Chad Williams (11746535),Chad Williams,11746535,WR/FLEX,3000,DET@ARI 12/09/2018 04:25PM ET,ARI,3.54
,,,,,,,,,,WR,Martavis Bryant (11745942),Martavis Bryant,11745942,WR/FLEX,3000,PIT@OAK 12/09/2018 04:25PM ET,OAK,5.86
,,,,,,,,,,WR,James Washington (11745944),James Washington,11745944,WR/FLEX,3000,PIT@OAK 12/09/2018 04:25PM ET,PIT,2.17
,,,,,,,,,,RB,Keith Smith (11746545),Keith Smith,11746545,RB/FLEX,3000,PIT@OAK 12/09/2018 04:25PM ET,OAK,0.52
,,,,,,,,,,RB,DeAndre Washington (11746547),DeAndre Washington,11746547,RB/FLEX,3000,PIT@OAK 12/09/2018 04:25PM ET,OAK,1.57
,,,,,,,,,,RB,Marshawn Lynch (11746549),Marshawn Lynch,11746549,RB/FLEX,3000,PIT@OAK 12/09/2018 04:25PM ET,OAK,13.67
,,,,,,,,,,WR,ArDarius Stewart (11746551),ArDarius Stewart,11746551,WR/FLEX,3000,PIT@OAK 12/09/2018 04:25PM ET,OAK,0
,,,,,,,,,,WR,Keon Hatcher (11746553),Keon Hatcher,11746553,WR/FLEX,3000,PIT@OAK 12/09/2018 04:25PM ET,OAK,0.6
,,,,,,,,,,WR,Dwayne Harris (11746555),Dwayne Harris,11746555,WR/FLEX,3000,PIT@OAK 12/09/2018 04:25PM ET,OAK,1.02
,,,,,,,,,,RB,Le'Veon Bell (11746565),Le'Veon Bell,11746565,RB/FLEX,3000,PIT@OAK 12/09/2018 04:25PM ET,PIT,0
,,,,,,,,,,RB,Roosevelt Nix (11746567),Roosevelt Nix,11746567,RB/FLEX,3000,PIT@OAK 12/09/2018 04:25PM ET,PIT,0.55
,,,,,,,,,,WR,Justin Hunter (11746569),Justin Hunter,11746569,WR/FLEX,3000,PIT@OAK 12/09/2018 04:25PM ET,PIT,1.02
,,,,,,,,,,WR,Eli Rogers (11746571),Eli Rogers,11746571,WR/FLEX,3000,PIT@OAK 12/09/2018 04:25PM ET,PIT,0
,,,,,,,,,,WR,Darrius Heyward-Bey (11746573),Darrius Heyward-Bey,11746573,WR/FLEX,3000,PIT@OAK 12/09/2018 04:25PM ET,PIT,0.19
,,,,,,,,,,DST,Steelers  (11746775),Steelers ,11746775,DST,3000,PIT@OAK 12/09/2018 04:25PM ET,PIT,7.5
,,,,,,,,,,RB,Ameer Abdullah (11746582),Ameer Abdullah,11746582,RB/FLEX,3000,MIN@SEA 12/10/2018 08:15PM ET,MIN,0.82
,,,,,,,,,,RB,Mike Boone (11746584),Mike Boone,11746584,RB/FLEX,3000,MIN@SEA 12/10/2018 08:15PM ET,MIN,0.97
,,,,,,,,,,RB,C.J. Ham (11746586),C.J. Ham,11746586,RB/FLEX,3000,MIN@SEA 12/10/2018 08:15PM ET,MIN,1.68
,,,,,,,,,,WR,Brandon Zylstra (11746590),Brandon Zylstra,11746590,WR/FLEX,3000,MIN@SEA 12/10/2018 08:15PM ET,MIN,0.28
,,,,,,,,,,WR,Chad Beebe (11746592),Chad Beebe,11746592,WR/FLEX,3000,MIN@SEA 12/10/2018 08:15PM ET,MIN,3.95
,,,,,,,,,,RB,Tre Madden (11746605),Tre Madden,11746605,RB/FLEX,3000,MIN@SEA 12/10/2018 08:15PM ET,SEA,0.53
,,,,,,,,,,RB,J.D. McKissic (11746607),J.D. McKissic,11746607,RB/FLEX,3000,MIN@SEA 12/10/2018 08:15PM ET,SEA,0
,,,,,,,,,,WR,Jaron Brown (11746609),Jaron Brown,11746609,WR/FLEX,3000,MIN@SEA 12/10/2018 08:15PM ET,SEA,4.67
,,,,,,,,,,WR,Malik Turner (11746611),Malik Turner,11746611,WR/FLEX,3000,MIN@SEA 12/10/2018 08:15PM ET,SEA,1
,,,,,,,,,,DST,Titans  (11745951),Titans ,11745951,DST,2900,JAX@TEN 12/06/2018 08:20PM ET,TEN,5.75
,,,,,,,,,,TE,Vernon Davis (11746145),Vernon Davis,11746145,TE/FLEX,2900,NYG@WAS 12/09/2018 01:00PM ET,WAS,5.25
,,,,,,,,,,TE,Benjamin Watson (11745969),Benjamin Watson,11745969,TE/FLEX,2900,NO@TB 12/09/2018 01:00PM ET,NO,5.94
,,,,,,,,,,DST,Lions  (11746790),Lions ,11746790,DST,2900,DET@ARI 12/09/2018 04:25PM ET,DET,5.25
,,,,,,,,,,DST,Jaguars  (11746730),Jaguars ,11746730,DST,2800,JAX@TEN 12/06/2018 08:20PM ET,JAX,6.25
,,,,,,,,,,DST,Patriots  (11746732),Patriots ,11746732,DST,2800,NE@MIA 12/09/2018 01:00PM ET,NE,7.75
,,,,,,,,,,TE,Mark Andrews (11746716),Mark Andrews,11746716,TE/FLEX,2800,BAL@KC 12/09/2018 01:00PM ET,BAL,6.37
,,,,,,,,,,TE,Antonio Gates (11746453),Antonio Gates,11746453,TE/FLEX,2800,CIN@LAC 12/09/2018 04:05PM ET,LAC,4.91
,,,,,,,,,,TE,Rhett Ellison (11746632),Rhett Ellison,11746632,TE/FLEX,2700,NYG@WAS 12/09/2018 01:00PM ET,NYG,5.13
,,,,,,,,,,DST,Saints  (11746638),Saints ,11746638,DST,2700,NO@TB 12/09/2018 01:00PM ET,NO,7.08
,,,,,,,,,,TE,Gerald Everett (11745912),Gerald Everett,11745912,TE/FLEX,2700,LAR@CHI 12/09/2018 08:20PM ET,LAR,5.06
,,,,,,,,,,TE,Ian Thomas (11746688),Ian Thomas,11746688,TE/FLEX,2700,CAR@CLE 12/09/2018 01:00PM ET,CAR,2.44
,,,,,,,,,,TE,Matt LaCosse (11746692),Matt LaCosse,11746692,TE/FLEX,2700,DEN@SF 12/09/2018 04:05PM ET,DEN,3.09
,,,,,,,,,,TE,Ricky Seals-Jones (11745938),Ricky Seals-Jones,11745938,TE/FLEX,2700,DET@ARI 12/09/2018 04:25PM ET,ARI,5.14
,,,,,,,,,,TE,Anthony Firkser (11746623),Anthony Firkser,11746623,TE/FLEX,2600,JAX@TEN 12/06/2018 08:20PM ET,TEN,4.55
,,,,,,,,,,DST,Texans  (11745985),Texans ,11745985,DST,2600,IND@HOU 12/09/2018 01:00PM ET,HOU,9.92
,,,,,,,,,,TE,Tyler Higbee (11745998),Tyler Higbee,11745998,TE/FLEX,2600,LAR@CHI 12/09/2018 08:20PM ET,LAR,4.39
,,,,,,,,,,DST,Cowboys  (11746773),Cowboys ,11746773,DST,2600,PHI@DAL 12/09/2018 04:25PM ET,DAL,6.42
,,,,,,,,,,TE,Levine Toilolo (11746658),Levine Toilolo,11746658,TE/FLEX,2600,DET@ARI 12/09/2018 04:25PM ET,DET,2.08
,,,,,,,,,,DST,Seahawks  (11745781),Seahawks ,11745781,DST,2600,MIN@SEA 12/10/2018 08:15PM ET,SEA,7.33
,,,,,,,,,,TE,Nick Vannett (11746613),Nick Vannett,11746613,TE/FLEX,2600,MIN@SEA 12/10/2018 08:15PM ET,SEA,5.36
,,,,,,,,,,TE,James O'Shaughnessy (11745955),James O'Shaughnessy,11745955,TE/FLEX,2500,JAX@TEN 12/06/2018 08:20PM ET,JAX,3.4
,,,,,,,,,,TE,MyCole Pruitt (11746047),MyCole Pruitt,11746047,TE/FLEX,2500,JAX@TEN 12/06/2018 08:20PM ET,TEN,0.6
,,,,,,,,,,TE,Beau Brinkley (11746049),Beau Brinkley,11746049,TE/FLEX,2500,JAX@TEN 12/06/2018 08:20PM ET,TEN,0
,,,,,,,,,,TE,Delanie Walker (11746051),Delanie Walker,11746051,TE/FLEX,2500,JAX@TEN 12/06/2018 08:20PM ET,TEN,9.2
,,,,,,,,,,TE,Luke Stocker (11746053),Luke Stocker,11746053,TE/FLEX,2500,JAX@TEN 12/06/2018 08:20PM ET,TEN,2.32
,,,,,,,,,,TE,Blake Bell (11746067),Blake Bell,11746067,TE/FLEX,2500,JAX@TEN 12/06/2018 08:20PM ET,JAX,1.42
,,,,,,,,,,TE,Ben Koyack (11746069),Ben Koyack,11746069,TE/FLEX,2500,JAX@TEN 12/06/2018 08:20PM ET,JAX,0
,,,,,,,,,,TE,Niles Paul (11746071),Niles Paul,11746071,TE/FLEX,2500,JAX@TEN 12/06/2018 08:20PM ET,JAX,3.25
,,,,,,,,,,TE,Austin Seferian-Jenkins (11746073),Austin Seferian-Jenkins,11746073,TE/FLEX,2500,JAX@TEN 12/06/2018 08:20PM ET,JAX,5.2
,,,,,,,,,,TE,Charles Clay (11746088),Charles Clay,11746088,TE/FLEX,2500,NYJ@BUF 12/09/2018 01:00PM ET,BUF,3.68
,,,,,,,,,,TE,Jason Croom (11746090),Jason Croom,11746090,TE/FLEX,2500,NYJ@BUF 12/09/2018 01:00PM ET,BUF,3.39
,,,,,,,,,,TE,Logan Thomas (11746092),Logan Thomas,11746092,TE/FLEX,2500,NYJ@BUF 12/09/2018 01:00PM ET,BUF,2.09
,,,,,,,,,,TE,Jordan Leggett (11746106),Jordan Leggett,11746106,TE/FLEX,2500,NYJ@BUF 12/09/2018 01:00PM ET,NYJ,2.16
,,,,,,,,,,TE,Eric Tomlinson (11746108),Eric Tomlinson,11746108,TE/FLEX,2500,NYJ@BUF 12/09/2018 01:00PM ET,NYJ,1.09
,,,,,,,,,,TE,Garrett Dickerson (11746124),Garrett Dickerson,11746124,TE/FLEX,2500,NYG@WAS 12/09/2018 01:00PM ET,NYG,0
,,,,,,,,,,TE,Scott Simonson (11746126),Scott Simonson,11746126,TE/FLEX,2500,NYG@WAS 12/09/2018 01:00PM ET,NYG,0.8
,,,,,,,,,,TE,Jeremy Sprinkle (11746147),Jeremy Sprinkle,11746147,TE/FLEX,2500,NYG@WAS 12/09/2018 01:00PM ET,WAS,0
,,,,,,,,,,DST,Giants  (11746677),Giants ,11746677,DST,2500,NYG@WAS 12/09/2018 01:00PM ET,NYG,4.92
,,,,,,,,,,TE,Dan Arnold (11746167),Dan Arnold,11746167,TE/FLEX,2500,NO@TB 12/09/2018 01:00PM ET,NO,4.12
,,,,,,,,,,TE,Josh Hill (11746169),Josh Hill,11746169,TE/FLEX,2500,NO@TB 12/09/2018 01:00PM ET,NO,2.83
,,,,,,,,,,TE,Alan Cross (11746180),Alan Cross,11746180,TE/FLEX,2500,NO@TB 12/09/2018 01:00PM ET,TB,0.24
,,,,,,,,,,TE,Antony Auclair (11746182),Antony Auclair,11746182,TE/FLEX,2500,NO@TB 12/09/2018 01:00PM ET,TB,0.8
,,,,,,,,,,TE,Mike Gesicki (11746199),Mike Gesicki,11746199,TE/FLEX,2500,NE@MIA 12/09/2018 01:00PM ET,MIA,2.72
,,,,,,,,,,TE,Durham Smythe (11746201),Durham Smythe,11746201,TE/FLEX,2500,NE@MIA 12/09/2018 01:00PM ET,MIA,0.43
,,,,,,,,,,TE,Nick O'Leary (11746203),Nick O'Leary,11746203,TE/FLEX,2500,NE@MIA 12/09/2018 01:00PM ET,MIA,2.82
,,,,,,,,,,TE,A.J. Derby (11746205),A.J. Derby,11746205,TE/FLEX,2500,NE@MIA 12/09/2018 01:00PM ET,MIA,3.45
,,,,,,,,,,TE,Dwayne Allen (11746222),Dwayne Allen,11746222,TE/FLEX,2500,NE@MIA 12/09/2018 01:00PM ET,NE,0.57
,,,,,,,,,,TE,Jacob Hollister (11746224),Jacob Hollister,11746224,TE/FLEX,2500,NE@MIA 12/09/2018 01:00PM ET,NE,1.53
,,,,,,,,,,TE,James Winchester (11746241),James Winchester,11746241,TE/FLEX,2500,BAL@KC 12/09/2018 01:00PM ET,KC,0
,,,,,,,,,,TE,Deon Yelder (11746243),Deon Yelder,11746243,TE/FLEX,2500,BAL@KC 12/09/2018 01:00PM ET,KC,0
,,,,,,,,,,TE,Demetrius Harris (11746245),Demetrius Harris,11746245,TE/FLEX,2500,BAL@KC 12/09/2018 01:00PM ET,KC,3.69
,,,,,,,,,,TE,Nick Boyle (11746258),Nick Boyle,11746258,TE/FLEX,2500,BAL@KC 12/09/2018 01:00PM ET,BAL,3.4
,,,,,,,,,,TE,Maxx Williams (11746260),Maxx Williams,11746260,TE/FLEX,2500,BAL@KC 12/09/2018 01:00PM ET,BAL,3.06
,,,,,,,,,,TE,Hayden Hurst (11746262),Hayden Hurst,11746262,TE/FLEX,2500,BAL@KC 12/09/2018 01:00PM ET,BAL,2.65
,,,,,,,,,,TE,Jordan Akins (11746275),Jordan Akins,11746275,TE/FLEX,2500,IND@HOU 12/09/2018 01:00PM ET,HOU,2.35
,,,,,,,,,,TE,Ryan Griffin (11746277),Ryan Griffin,11746277,TE/FLEX,2500,IND@HOU 12/09/2018 01:00PM ET,HOU,3.53
,,,,,,,,,,TE,Mo Alie-Cox (11746289),Mo Alie-Cox,11746289,TE/FLEX,2500,IND@HOU 12/09/2018 01:00PM ET,IND,4.87
,,,,,,,,,,TE,Erik Swoope (11746291),Erik Swoope,11746291,TE/FLEX,2500,IND@HOU 12/09/2018 01:00PM ET,IND,5.78
,,,,,,,,,,TE,Ryan Hewitt (11746293),Ryan Hewitt,11746293,TE/FLEX,2500,IND@HOU 12/09/2018 01:00PM ET,IND,0
,,,,,,,,,,TE,Clive Walford (11746804),Clive Walford,11746804,TE/FLEX,2500,IND@HOU 12/09/2018 01:00PM ET,IND,0
,,,,,,,,,,DST,Rams  (11746000),Rams ,11746000,DST,2500,LAR@CHI 12/09/2018 08:20PM ET,LAR,9.83
,,,,,,,,,,TE,Daniel Brown (11746306),Daniel Brown,11746306,TE/FLEX,2500,LAR@CHI 12/09/2018 08:20PM ET,CHI,0
,,,,,,,,,,TE,Patrick Scales (11746308),Patrick Scales,11746308,TE/FLEX,2500,LAR@CHI 12/09/2018 08:20PM ET,CHI,0
